stop_id,lat,long,g_id,boundary_g_id,lower_cut_stops_0,lower_cut_stops_1,lower_cut_stops_2,lower_cut_stops_3
11305,46.786329010157004,7.12739516194757,2,-1,0,0,1,0
11306,47.2010407548675,8.727159935894509,1,-1,0,1,0,0
11307,48.0441441964291,7.874182624045758,1,-1,0,1,0,0
11308,46.3250152612934,7.9885471428829415,2,-1,0,0,1,0
11309,47.0933102426605,8.66912876853231,1,-1,0,1,0,0
11310,46.312166374189786,7.844349573456,2,-1,0,0,1,0
11311,47.065947297151496,7.7248107585815715,2,-1,0,0,1,0
11312,47.4766954879643,8.306712450256681,0,-1,1,0,0,0
11313,46.5211633797646,6.62159874115366,3,-1,0,0,0,0
11314,47.1088298503549,9.59912763285218,1,-1,0,0,0,0
11315,47.29689344673929,8.60867214990265,0,-1,1,0,0,0
11316,46.976088627565204,6.59545776638215,2,-1,0,0,0,0
11317,47.5612354484857,8.90386753545825,1,-1,0,1,0,0
11318,46.6968075229951,6.48050934261021,2,-1,0,0,1,0
11319,47.1511097346185,6.992333458961389,2,-1,0,0,1,0
11320,47.482536065100405,8.459417065425411,1,-1,0,1,0,0
11321,46.5135043492202,6.27014186934582,2,-1,0,0,1,0
11322,45.8450184144431,9.03157203626646,3,-1,0,0,0,1
11323,47.477685153268794,8.30826653569842,0,-1,1,0,0,0
11324,47.166484233515504,7.25048232219476,2,-1,0,0,0,0
11325,47.161561457440904,8.09026338251795,1,-1,0,1,0,0
11326,46.99428936235429,8.605572962172001,1,-1,0,1,0,0
11327,47.7584367925026,8.83904510454717,1,-1,0,1,0,0
11328,46.2645042386663,7.03701566119972,2,-1,0,0,1,0
11329,47.28675477138911,8.62554251094076,0,-1,1,0,0,0
11330,47.5574042203759,9.08387195211518,1,-1,0,1,0,0
11331,47.2240578049765,8.11171515150571,1,-1,0,1,0,0
11332,46.979306380060386,7.690962238671241,2,-1,0,0,1,0
11333,48.8052632128449,9.43975751827435,1,-1,0,1,0,0
11334,47.384441320161294,8.65866339547086,-1,"[0, 1]",0,1,0,0
11335,47.09370776739039,8.35664081375499,1,-1,0,1,0,0
11336,47.23426948843601,8.82731310693493,1,-1,0,1,0,0
11337,47.33655816438029,7.236522502677599,2,-1,0,0,1,0
11338,46.797018305976,7.70450883315765,2,-1,0,0,1,0
11339,46.3872068404926,6.24023695353332,2,-1,0,0,1,0
11340,47.446365051346,8.331029845001181,0,-1,1,0,0,0
11341,47.1213681983008,7.27824026447791,2,-1,0,0,0,0
11342,47.134765253608506,7.248568910639322,2,-1,0,0,0,0
11343,47.5615203545741,8.90678706013205,1,-1,0,1,0,0
11344,46.60924178320721,7.304300390873848,2,-1,0,0,1,0
11345,46.967703174259796,6.84887250806754,2,-1,0,0,0,0
11346,46.8398833013921,9.538931525654947,1,-1,0,1,0,0
11347,47.12799991795429,9.3131669284186,1,-1,0,1,0,0
11348,47.153925976818286,7.26322043292534,2,-1,0,0,0,0
11349,47.1686278805115,7.573848875064268,2,-1,0,0,1,0
11350,47.3853658179585,8.71876967113966,0,-1,1,0,0,0
11351,46.001408902877294,8.97652327564795,3,-1,0,0,0,1
11352,46.0554276962384,8.92344182550194,3,-1,0,0,0,1
11353,47.29140393652921,7.9444129129680015,1,-1,0,1,0,0
11354,47.997818993888295,7.84116953734977,1,-1,0,1,0,0
11355,48.892042043329,9.18542649499903,1,-1,0,1,0,0
11356,48.689456543679505,9.73718072573488,1,-1,0,1,0,0
11357,47.6557875523774,9.13039570068621,1,-1,0,1,0,0
11358,47.285767609026394,8.61257982138911,0,-1,1,0,0,0
11359,47.5474671825912,8.09242832235298,1,-1,0,1,0,0
11360,47.2713541596005,8.6705660729871,0,-1,1,0,0,0
11361,46.5301809832323,6.6362322971340095,3,-1,0,0,0,0
11362,46.2016259445057,7.84115157104409,1,-1,0,1,0,0
11363,46.2763522573833,7.3851846990672305,2,-1,0,0,1,0
11364,47.4100718783688,8.54623025449481,0,-1,1,0,0,0
11365,47.80980325645639,7.5993340796782896,1,-1,0,1,0,0
11366,46.8451983176915,6.844578561008849,2,-1,0,0,1,0
11367,47.177470273186906,8.49808953841214,1,-1,0,1,0,0
11368,47.390413776516,9.27680312571239,1,-1,0,1,0,0
11369,46.8370012981482,9.53823982288608,1,-1,0,1,0,0
11370,47.3519032736892,8.72710603697745,0,-1,1,0,0,0
11371,46.3485771531439,6.96047919898208,2,-1,0,0,1,0
11372,47.37556653300121,9.55326863759149,1,-1,0,0,0,0
11373,46.8661091833101,9.54015323444152,1,-1,0,1,0,0
11374,47.3653212613869,8.67813887083328,0,-1,1,0,0,0
11375,46.0086344244376,8.977520405613472,3,-1,0,0,0,1
11376,47.4241253856877,9.325725376092349,1,-1,0,0,0,0
11377,47.2798198706319,7.37453966294893,2,-1,0,0,1,0
11378,47.0066096410878,6.95846697274537,2,-1,0,0,0,0
11379,47.2741518338105,7.242640029763299,2,-1,0,0,1,0
11380,47.21183047816921,7.527558688467151,2,-1,0,0,1,0
11381,46.812384291821296,7.0398273880394,2,-1,0,0,1,0
11382,47.4305855795125,9.391580869580313,1,-1,0,0,0,0
11383,46.94975094328471,7.07384658785375,2,-1,0,0,1,0
11384,46.2353887197085,7.35946593247931,2,-1,0,0,1,0
11385,46.5624750789773,7.65832644439463,2,-1,0,0,1,0
11386,47.3134620962638,7.69495075853328,2,-1,0,0,1,0
11387,47.4197492630797,9.04636728899797,1,-1,0,1,0,0
11388,47.343540407392396,7.89585897185458,1,-1,0,1,0,0
11389,46.076139286967,7.028903874182991,2,-1,0,0,1,0
11390,48.3277978062941,9.72238547300338,1,-1,0,1,0,0
11391,46.165857788951996,8.75911301055509,3,-1,0,0,0,1
11392,47.23034121223989,8.85201677725166,1,-1,0,1,0,0
11393,46.5188144779063,6.64109218282177,3,-1,0,0,0,0
11394,47.3912469472871,6.99645672611608,2,-1,0,0,1,0
11395,47.0587264712731,8.32438231189777,3,-1,0,0,0,1
11396,46.4726503270228,6.79703073301378,2,-1,0,0,1,0
11397,46.29469672842529,7.410535156388612,2,-1,0,0,1,0
11398,46.59843500548679,7.90809402602599,3,-1,0,0,0,1
11399,47.041943453260096,8.70321085041654,1,-1,0,1,0,0
11400,46.9379879858869,7.787728761090058,2,-1,0,0,1,0
11401,47.7145208212877,9.068861103715447,1,-1,0,1,0,0
11402,46.6434685541208,6.93994371158425,2,-1,0,0,1,0
11403,46.269093476423905,7.40268388080431,2,-1,0,0,1,0
11404,47.2409054177787,8.89944782425977,1,-1,0,1,0,0
11405,47.1239231891178,6.821204397312808,2,-1,0,0,0,0
11406,46.7738657356991,6.633914643700651,2,-1,0,0,1,0
11407,47.4142907559401,8.5094891593692,0,-1,0,0,0,0
11408,47.213618382082004,8.26480604224667,1,-1,0,1,0,0
11409,47.515242219864504,8.53655539888349,0,-1,1,0,0,0
11410,46.7073975447945,7.64860667301911,2,-1,0,0,1,0
11411,47.490245603975715,8.71705388894675,1,-1,0,0,0,0
11412,46.92001351442389,7.51408395920348,2,-1,0,0,0,0
11414,46.234984832786395,7.33933468695939,2,-1,0,0,1,0
11415,47.210311017568294,8.01834426086133,1,-1,0,1,0,0
11416,46.8173885112152,10.3468852754574,3,-1,0,0,0,1
11417,47.06448485292729,7.61937549366979,2,-1,0,0,1,0
11418,46.5630062541306,6.632504288704388,3,-1,0,0,0,0
11419,46.47031788960261,6.841560221653791,2,-1,0,0,1,0
11420,46.8928747505891,8.01484981440562,2,-1,0,0,1,0
11421,46.51177334531121,6.67004488443297,3,-1,0,0,0,0
11422,47.0753757336343,8.29480977274044,3,-1,0,0,0,1
11423,47.4271337589719,9.2711347562688,1,-1,0,0,0,0
11424,47.90639258560822,8.10602881575644,1,-1,0,1,0,0
11425,46.390720091977215,7.09558581773247,2,-1,0,0,1,0
11426,46.81167112191,6.93889268270169,2,-1,0,0,1,0
11427,47.3943544972618,8.16869528998534,1,-1,0,1,0,0
11428,47.483046022303114,8.202759405563901,1,-1,0,1,0,0
11429,46.7782829616247,6.65494420450482,2,-1,0,0,1,0
11430,45.9226282527153,8.91605767386545,3,-1,0,0,0,1
11431,46.991397269162995,6.64654495659713,2,-1,0,0,0,0
11432,46.660746452739104,7.69367515082966,2,-1,0,0,1,0
11433,47.3066098838564,8.02539603584265,1,-1,0,1,0,0
11434,46.05750356861171,8.950058907374109,3,-1,0,0,0,1
11435,46.8162635245823,10.3634502092988,3,-1,0,0,0,1
11436,46.470355011405296,6.84518941540213,2,-1,0,0,1,0
11437,47.055739945549405,8.0793758012729,2,-1,0,0,1,0
11438,47.333605499632505,8.92252554391201,1,-1,0,1,0,0
11439,46.9919855041859,8.66854486359755,1,-1,0,1,0,0
11440,47.394330172729,8.52546120512307,0,-1,0,0,0,0
11441,46.4578311536835,6.331523752718249,2,-1,0,0,1,0
11442,46.6995614981468,7.65839830961737,2,-1,0,0,1,0
11443,47.1040179106035,9.498121062291721,1,-1,0,0,0,0
11444,46.780571409718,6.636959932514241,2,-1,0,0,1,0
11445,46.237128506314,6.85526851289136,3,-1,0,0,0,1
11446,47.0290128892117,8.276250578967941,3,-1,0,0,0,1
11447,47.4100050058305,8.87953217440807,1,-1,0,1,0,0
11448,47.0205377520265,7.523615084369321,2,-1,0,0,1,0
11449,47.3820083537451,8.598081012701401,0,-1,1,0,0,0
11450,46.53754723565311,6.579333007029951,-1,"[2, 3]",0,0,0,0
11451,47.242747228751,8.50651573577835,0,-1,0,0,0,0
11452,46.68891448058471,7.6793380388931105,2,-1,0,0,1,0
11453,46.8675340692955,7.5534840675704515,2,-1,0,0,1,0
11454,47.5813266212526,8.51282190907375,1,-1,0,1,0,0
11455,46.522924989519204,7.6771281832938705,2,-1,0,0,1,0
11456,47.42095273305939,9.35815455785357,1,-1,0,0,0,0
11457,46.103314960780295,7.07612830867573,2,-1,0,0,1,0
11458,47.445897264461,8.47004413523802,0,-1,0,0,0,0
11459,46.5422556755141,6.83763458386164,-1,"[2, 3]",0,0,1,0
11460,46.693314023570004,6.911943224174348,2,-1,0,0,1,0
11461,47.998059439592886,7.84116953734977,1,-1,0,1,0,0
11462,47.610519319476005,8.74325774578817,1,-1,0,1,0,0
11463,47.5623993104023,8.88207440666248,1,-1,0,1,0,0
11464,45.966921810637,8.971681356265881,3,-1,0,0,0,1
11465,46.9032114402119,6.474086388327861,2,-1,0,0,0,0
11466,47.3526579358848,7.90768978414808,2,-1,0,0,1,0
11467,46.6938131087533,6.91181746003456,2,-1,0,0,1,0
11468,46.3152253157819,7.5184677377906,2,-1,0,0,1,0
11469,47.4950528695341,9.05994083294291,1,-1,0,1,0,0
11470,48.7274721561859,8.9792631372649,1,-1,0,1,0,0
11471,47.40088522809422,7.079191563795002,2,-1,0,0,1,0
11472,47.4253712985116,8.400137239818111,0,-1,0,0,0,0
11473,46.907980131719505,8.394909044863809,3,-1,0,0,0,1
11474,47.23463546207361,8.84315040539616,1,-1,0,1,0,0
11475,47.4182965530764,9.25984293314585,1,-1,0,0,0,0
11476,46.99923374388571,8.61004657228754,1,-1,0,1,0,0
11477,47.330768350762604,9.58242795171807,1,-1,0,0,0,0
11478,47.4165337967375,8.13256504925303,1,-1,0,1,0,0
11479,47.22490580341381,7.8393818899341285,2,-1,0,0,1,0
11480,47.5302927046148,7.64697173920178,2,-1,0,0,1,0
11481,46.8534493761909,9.52892429338847,1,-1,0,1,0,0
11482,47.378340444650405,7.7465949042245,2,-1,0,0,1,0
11483,46.4804759449917,8.77337825726889,3,-1,0,0,0,1
11484,46.1135724448424,8.93554213238072,3,-1,0,0,0,1
11485,46.61794241883951,7.6802453373302,2,-1,0,0,1,0
11486,47.482353936328295,8.32152566929387,0,-1,1,0,0,0
11487,46.9661889939543,7.47502521064453,2,-1,0,0,0,0
11488,47.127052580048996,7.2403313594827905,2,-1,0,0,0,0
11489,46.137050971193396,8.830205682150199,3,-1,0,0,0,1
11490,47.558992516659096,8.154169531839111,1,-1,0,1,0,0
11491,45.9887775729667,8.95423607344585,3,-1,0,0,0,1
11492,46.1811978448553,7.40446254506712,2,-1,0,0,1,0
11493,47.08353631684511,8.04047874946511,2,-1,0,0,1,0
11494,46.9742375660179,7.05429924726859,2,-1,0,0,1,0
11495,47.2154977519285,9.506574209116463,1,-1,0,0,0,0
11496,47.449791311568696,8.32698742622208,0,-1,1,0,0,0
11497,47.716491157438405,8.63198343152879,1,-1,0,1,0,0
11498,47.2301460107979,9.028787258885302,1,-1,0,1,0,0
11499,47.4633483648181,8.15628955590992,1,-1,0,1,0,0
11500,46.96800355311221,7.46546713602017,2,-1,0,0,1,0
11501,47.0523431812337,7.61828853217585,2,-1,0,0,1,0
11502,47.05206163790529,8.299984068777679,3,-1,0,0,0,1
11503,46.9696035018425,7.497411227527901,2,-1,0,0,0,0
11504,47.40296467637429,8.49824225201046,0,-1,0,0,0,0
11505,47.393557862973786,7.62249264770612,2,-1,0,0,1,0
11506,47.614358773441296,8.54925757700271,1,-1,0,0,0,0
11507,47.0251306595621,8.286581204736759,3,-1,0,0,0,1
11508,47.2296092031256,8.67495883472705,1,-1,0,1,0,0
11509,46.1940650125061,9.02991913614345,3,-1,0,0,0,1
11510,47.1990021783148,7.552271341936718,2,-1,0,0,1,0
11511,47.110541744338896,7.91969127634559,2,-1,0,0,1,0
11512,46.771164774216395,6.848665895552161,2,-1,0,0,1,0
11513,46.7780922532265,9.12126881739828,1,-1,0,1,0,0
11514,47.308583412113286,8.05151006115564,1,-1,0,1,0,0
11515,47.579351179461,8.51966707153969,1,-1,0,1,0,0
11516,47.03510509359021,8.27950248029691,3,-1,0,0,0,1
11517,47.5348415780101,8.09577903836321,1,-1,0,1,0,0
11518,46.8927028647989,8.62717744475808,1,-1,0,1,0,0
11519,47.536363846184905,7.73718056004562,1,-1,0,1,0,0
11520,47.48498867105929,7.731655921047518,2,-1,0,0,1,0
11521,46.318166205909,6.96495280909762,2,-1,0,0,1,0
11522,47.2654901447254,8.929334773766591,1,-1,0,1,0,0
11523,46.8975891174819,8.260098870157229,3,-1,0,0,0,1
11524,47.343808234418496,7.49976481357262,2,-1,0,0,1,0
11525,46.3496870839654,7.18293799597241,2,-1,0,0,1,0
11526,47.000648965901,8.57830909329518,1,-1,0,1,0,0
11527,47.7103260538653,8.722228184983999,1,-1,0,1,0,0
11528,46.11550290537871,8.96159327562381,3,-1,0,0,0,1
11529,47.0677217571875,8.323924171102801,3,-1,0,0,0,1
11530,47.0773211735291,8.27567565718603,3,-1,0,0,0,1
11531,46.6624542107204,6.3283706660705485,2,-1,0,0,1,0
11532,47.4203145327083,8.61925430395105,-1,"[0, 1, 2]",1,1,0,0
11533,47.2460830611028,8.97192390139262,1,-1,0,1,0,0
11534,47.4181749855684,8.56174415945371,0,-1,1,0,0,0
11535,45.998170215179215,8.817278925209921,3,-1,0,0,0,1
11536,46.5013243296436,6.87808572111117,2,-1,0,0,1,0
11537,48.299055478747796,8.05647774467751,1,-1,0,1,0,0
11538,47.001672068427496,7.45462447053933,2,-1,0,0,1,0
11539,45.99873185091,8.94468698197433,3,-1,0,0,0,1
11540,46.819177375915785,7.23160871807278,2,-1,0,0,1,0
11541,47.29858709844849,7.9636727926622,1,-1,0,1,0,0
11542,46.519037009805096,6.618095311545111,3,-1,0,0,0,0
11543,46.52705991222121,6.672793729202759,3,-1,0,0,0,0
11545,46.2082222564831,7.371503357288178,2,-1,0,0,1,0
11546,47.402672828935614,9.30166849278027,1,-1,0,0,0,0
11547,47.2591499383601,8.67877667468509,0,-1,1,0,0,0
11548,47.1950041435811,8.23108328647613,1,-1,0,1,0,0
11549,47.44901374017489,8.927403395905461,1,-1,0,1,0,0
11550,46.512577032554,6.62305401191414,3,-1,0,0,0,0
11551,46.94490010978661,7.773301817625098,2,-1,0,0,1,0
11552,46.8873250168475,6.982011816345429,2,-1,0,0,1,0
11553,47.015650464530495,6.90636468625919,2,-1,0,0,0,0
11554,47.535029589618794,8.70969668676879,1,-1,0,0,0,0
11555,47.5569798582567,8.614151873136539,1,-1,0,0,0,0
11556,46.4830429974241,6.8487647102334295,2,-1,0,0,1,0
11557,47.19449750088121,8.2937856933164,1,-1,0,1,0,0
11558,46.97908574035871,7.45762484358871,2,-1,0,0,0,0
11559,46.209260435139704,7.3500066725362085,2,-1,0,0,1,0
11560,46.1776649103617,8.70226761936809,3,-1,0,0,0,1
11561,47.30336314773621,7.2716196808330285,2,-1,0,0,1,0
11562,47.47929407854771,8.5044945263888,0,-1,1,0,0,0
11563,47.341458614635286,7.86834357469817,2,-1,0,0,1,0
11564,46.9702164963379,8.58629511617211,3,-1,0,0,0,1
11565,47.4354833729409,8.84854928025447,1,-1,0,1,0,0
11566,47.199130354597216,8.07234199259727,1,-1,0,1,0,0
11567,47.4940271136891,7.5757712697725585,2,-1,0,0,1,0
11568,46.244267267328794,7.34780580008981,2,-1,0,0,1,0
11569,47.358475775657396,8.72887571808741,0,-1,1,0,0,0
11570,46.8886081368551,7.31956276755316,2,-1,0,0,1,0
11571,47.047060935949,8.29454027815516,3,-1,0,0,0,1
11572,46.7557070090289,6.6915954681019985,2,-1,0,0,1,0
11573,46.4831419656954,8.79069777594912,3,-1,0,0,0,1
11574,46.754008353569404,7.5745854935973504,2,-1,0,0,1,0
11575,46.3069664016369,7.878126228143588,2,-1,0,0,1,0
11576,47.498160362570715,9.23990033383562,1,-1,0,1,0,0
11577,47.64016784520761,8.67419526673545,1,-1,0,1,0,0
11578,47.5684485511605,7.607284169943861,1,-1,0,1,0,0
11579,47.0368499687292,7.30807331506768,2,-1,0,0,0,0
11580,47.6524655028798,9.16968801121906,1,-1,0,1,0,0
11581,47.42335959049021,9.369877572312973,1,-1,0,-1,0,0
11582,46.5049167917669,7.582346937653232,2,-1,0,0,1,0
11583,47.1763528421293,7.68891407982316,2,-1,0,0,1,0
11584,46.8200010942881,6.94015930725247,2,-1,0,0,1,0
11586,47.0212603956721,8.65132415959858,1,-1,0,1,0,0
11587,46.6211446412801,6.27105815093575,2,-1,0,0,1,0
11588,46.722296448133704,6.39229478169739,2,-1,0,0,1,0
11589,47.08704730762261,6.844075504449671,2,-1,0,0,0,0
11590,47.291897467418394,9.09739159714306,1,-1,0,0,0,0
11591,46.293840169057596,8.0235455063571,2,-1,0,0,1,0
11592,46.22862788245621,6.96035343484229,2,-1,0,0,1,0
11593,47.4195547602987,8.43394084396424,0,-1,0,0,0,0
11594,47.370930854966,9.28192352283258,1,-1,0,0,0,0
11595,46.7700388208853,7.509331871349831,2,-1,0,0,1,0
11596,46.3293265004099,8.01138231740843,2,-1,0,0,1,0
11597,47.00448396785911,6.9555654143772605,2,-1,0,0,0,0
11598,47.146277179565494,7.2732186820389915,2,-1,0,0,0,0
11599,47.1336285906958,7.24290952434858,2,-1,0,0,0,0
11600,47.2944747205692,8.359901698236799,0,-1,0,0,0,0
11601,47.1547384441178,9.51048188060292,1,-1,0,0,0,0
11602,47.4035422863301,8.0502524197577,1,-1,0,1,0,0
11603,47.3267619882973,8.79977076031999,1,-1,0,1,0,0
11604,47.2087976159485,8.69269157843804,1,-1,0,1,0,0
11605,47.9560666520284,7.7538892243325686,1,-1,0,1,0,0
11606,46.42517142725799,7.32171872423535,2,-1,0,0,1,0
11607,47.3072555524456,8.555150525267349,1,-1,0,1,0,0
11608,47.227285007180605,7.84035207044111,2,-1,0,0,1,0
11609,48.21201899122371,8.23294279911451,1,-1,0,1,0,0
11610,46.758894920742996,6.894291328838941,2,-1,0,0,1,0
11611,47.430403270709895,8.67192252906631,0,-1,1,0,0,0
11612,47.1517939546908,7.67351695585121,2,-1,0,0,1,0
11614,45.9943883861716,8.882272036025011,3,-1,0,0,0,1
11615,47.481425069769,7.502414843661151,2,-1,0,0,1,0
11616,46.1689124559239,9.02867946105119,3,-1,0,0,0,1
11617,47.3482089248114,7.9263567757546785,1,-1,0,1,0,0
11618,46.48138525211601,8.94931330568819,3,-1,0,0,0,1
11619,47.165983426024596,8.40476356353197,1,-1,0,1,0,0
11620,47.419876905139205,8.53865745664862,0,-1,1,0,0,0
11621,47.31980188546501,8.043371324680379,1,-1,0,1,0,0
11622,47.067935912162504,7.918379736030589,2,-1,0,0,1,0
11623,47.3956558433994,9.554948487173027,1,-1,0,0,0,0
11624,46.987113987706614,6.904918398651558,2,-1,0,0,0,0
11625,46.032363433555794,8.87856199390108,3,-1,0,0,0,1
11626,47.3216774889966,8.5452331245293,0,-1,0,0,0,0
11627,47.2261015191678,9.51110171814905,1,-1,0,0,0,0
11628,47.0244141919989,6.7334569603478,2,-1,0,0,0,0
11629,47.4160900591204,9.24311630255322,1,-1,0,1,0,0
11630,46.7465545621391,9.338481453128619,1,-1,0,1,0,0
11631,47.442063685335,9.25200962386724,1,-1,0,-1,0,0
11632,47.76916094145351,9.162860815058801,1,-1,0,1,0,0
11633,47.4405933637551,8.77705236678145,0,-1,1,0,0,0
11634,46.5261019237632,6.49851158090647,3,-1,0,0,0,0
11635,47.4702773900377,9.1314107969574,1,-1,0,1,0,0
11636,47.515624450054,8.589672781640871,0,-1,1,0,0,0
11637,47.4754204315668,9.0541826319709,1,-1,0,1,0,0
11638,46.9428885100694,7.88105473597023,2,-1,0,0,1,0
11639,46.864567561479504,8.65444131363491,1,-1,0,1,0,0
11640,47.2642892216198,8.68258553149029,0,-1,1,0,0,0
11641,46.7807251997847,7.15040999952991,2,-1,0,0,1,0
11642,47.5483766908603,7.58955142623287,-1,"[1, 2]",0,1,1,0
11643,46.4767457710252,7.3213683812745,2,-1,0,0,1,0
11644,46.92013009186071,7.72598755160393,2,-1,0,0,1,0
11645,46.1231057712634,7.9322227745608,2,-1,0,0,1,0
11646,46.640403339782296,6.63780434888143,2,-1,0,0,1,0
11647,46.727512247711495,8.18423614440277,2,-1,0,0,1,0
11648,46.989896015019205,6.92186960806525,2,-1,0,0,0,0
11649,47.23523931305,8.63606178291926,1,-1,0,1,0,0
11650,47.4727609286598,9.05266447914052,1,-1,0,1,0,0
11651,46.7720138382098,6.643571533006281,2,-1,0,0,1,0
11652,47.538547101879104,8.47161618698545,0,-1,1,0,0,0
11653,47.0082451879783,8.02185667362272,2,-1,0,0,1,0
11654,46.524754530760795,6.6025185245163085,3,-1,0,0,0,0
11655,47.098722439910404,6.82429460189061,2,-1,0,0,0,0
11656,46.3273601212614,7.000885420467402,2,-1,0,0,1,0
11657,46.9464762189444,7.401174711126782,2,-1,0,0,0,0
11658,46.4459233925093,6.91008371153596,2,-1,0,0,1,0
11659,47.21017676594421,7.05387703908499,2,-1,0,0,1,0
11660,47.286145414082,8.617709201662151,0,-1,1,0,0,0
11661,46.871919041427496,7.28063876628685,2,-1,0,0,1,0
11662,46.949131581946794,7.439119548733269,-1,"[1, 2]",0,1,1,0
11663,47.37153923489311,8.00044982039918,1,-1,0,1,0,0
11664,45.866471856159,8.993249906240589,3,-1,0,0,0,1
11665,46.018921988254995,8.942207631789811,3,-1,0,0,0,1
11666,47.4194331956957,9.56906102028851,1,-1,0,0,0,0
11667,47.48353169122729,7.90465347848734,2,-1,0,0,1,0
11668,47.09312065289821,7.912810181268281,2,-1,0,0,1,0
11669,47.235977343787795,8.75260920789715,0,-1,1,0,0,0
11670,47.0749658362957,8.329888984590191,3,-1,0,0,0,1
11671,46.310795069008506,7.49901022873386,2,-1,0,0,1,0
11672,46.876985264800304,9.533119425765893,1,-1,0,1,0,0
11673,47.4080291879745,9.464470171743919,1,-1,0,0,0,0
11674,47.4505567221819,9.014369298573179,1,-1,0,1,0,0
11675,46.706898585165995,7.63083799669675,2,-1,0,0,1,0
11676,47.3633437678574,9.184896488981321,1,-1,0,1,0,0
11677,47.427224919114714,9.241382554054619,1,-1,0,0,0,0
11678,47.26322238890389,8.96428822147654,1,-1,0,1,0,0
11679,47.5758182250156,8.945064274393713,1,-1,0,1,0,0
11680,47.0307518405776,8.4399865058272,1,-1,0,1,0,0
11681,46.3317580134632,8.012550127277951,2,-1,0,0,1,0
11682,47.62143135125711,8.2195219687679,1,-1,0,1,0,0
11684,47.0544424683218,7.421045445214268,2,-1,0,0,1,0
11685,46.71415460555701,9.45024085764148,1,-1,0,1,0,0
11686,46.7649378959309,9.46012232576818,1,-1,0,1,0,0
11687,47.5386501978168,9.08498586306764,1,-1,0,1,0,0
11688,46.2976138953217,6.997929963182241,2,-1,0,0,1,0
11689,47.3989333905613,8.42042119893635,1,-1,0,1,0,0
11690,46.388638192468605,6.23873676700863,2,-1,0,0,1,0
11691,47.044006421012405,8.466702402380639,1,-1,0,1,0,0
11692,47.4515651032864,8.59102923772008,0,-1,1,0,0,0
11693,47.462813923530504,9.04130079079483,1,-1,0,1,0,0
11694,45.8089687702111,9.0727238594377,-1,"[1, 3]",0,1,0,1
11695,47.15738345837401,7.66225208218678,2,-1,0,0,1,0
11696,46.99591915947829,8.60191681896513,1,-1,0,1,0,0
11697,47.184852054726285,7.638078417887759,2,-1,0,0,1,0
11698,47.4786990855064,8.32020514582603,0,-1,1,0,0,0
11699,47.6983201418915,8.642017613253799,1,-1,0,1,0,0
11700,47.178709800346496,8.429772661045341,1,-1,0,1,0,0
11701,47.2530406751795,8.6978479081696,0,-1,1,0,0,0
11702,47.421864434426496,8.54977859986757,0,-1,1,0,0,0
11703,47.215778431318796,9.44774354115128,1,-1,0,0,0,0
11704,47.571691093001604,8.109918520937219,1,-1,0,1,0,0
11705,46.461457428575706,6.8433658353751206,2,-1,0,0,1,0
11706,47.59414700195371,7.60841604720201,1,-1,0,1,0,0
11707,47.4939846263285,8.71077466510988,1,-1,0,0,0,0
11708,47.35118511738521,8.716838293278531,0,-1,1,0,0,0
11709,47.2248203941136,8.2628027991628,1,-1,0,1,0,0
11710,46.722992327760295,9.18183323386205,1,-1,0,1,0,0
11711,47.572309274454696,9.169768859594653,1,-1,0,1,0,0
11712,46.0553840584441,6.99617824837796,2,-1,0,0,1,0
11713,47.3281137129457,9.568072873475847,1,-1,0,0,0,0
11714,47.56100509774961,7.78082969970706,1,-1,0,1,0,0
11715,47.30070713276221,8.849438612385883,1,-1,0,1,0,0
11716,47.1010583822085,9.46856648944007,1,-1,0,0,0,0
11717,45.86852980023,8.97833787252213,3,-1,0,0,0,1
11718,47.605001881837595,8.50781829294051,1,-1,0,0,0,0
11719,47.45716551870829,8.74449742088042,0,-1,1,0,0,0
11720,46.914435908067205,7.754122786306469,2,-1,0,0,1,0
11721,47.239179424216296,8.28005943577314,1,-1,0,1,0,0
11722,46.4605539765339,6.22231556361264,2,-1,0,0,1,0
11723,47.0183391404501,8.307538900318178,3,-1,0,0,0,1
11724,47.1161722643496,8.19596814201501,1,-1,0,1,0,0
11725,47.428379600591896,9.54658517187672,1,-1,0,0,0,0
11726,46.7515095094571,7.6159439292839695,2,-1,0,0,1,0
11727,46.6654380338233,7.70724869477459,2,-1,0,0,1,0
11728,46.8704205758385,9.54398005755241,1,-1,0,1,0,0
11729,47.2782596974023,7.9298512222104,1,-1,0,1,0,0
11730,47.4624130889993,8.99466026123685,1,-1,0,1,0,0
11731,46.760322650166394,6.66839198430996,2,-1,0,0,1,0
11732,47.5662241119746,8.073689465523639,1,-1,0,1,0,0
11733,47.055727705345795,8.07974411053944,2,-1,0,0,1,0
11734,46.7618303405982,6.818518434612911,2,-1,0,0,1,0
11735,47.0157300855803,7.456250421203821,2,-1,0,0,1,0
11736,47.559823018827494,8.06127474829538,1,-1,0,1,0,0
11737,46.32324104118921,7.98945444132002,2,-1,0,0,1,0
11738,46.2998606285654,6.95511625673514,2,-1,0,0,1,0
11739,47.277449120494786,8.7184822102487,0,-1,1,0,0,0
11740,46.1061364263021,7.07911969857226,2,-1,0,0,1,0
11741,47.18946743627279,7.788384531247559,2,-1,0,0,1,0
11742,47.0949064393807,6.8165601072932605,2,-1,0,0,0,0
11743,46.3106151214346,7.51220648025941,2,-1,0,0,1,0
