service_id,date,exception_type
4c7957c7-056f-44a5-a5f3-8a0ccc943aa9,20201225,2
f95a8254-882d-45d5-aab3-05c04090e2fa,20201225,2
21a9f3b4-064d-427d-a374-470db0b7c2d5,20201225,2
ea6ceac3-20c9-4fef-b4ab-d56486cfa835,20201225,2
0490f7da-48fb-488b-b5ae-93b14613bbd3,20201225,2
fa090e09-c14f-487b-b0fc-8240f2134989,20201225,2
f4e1a3fc-41a1-4f37-a123-1cd2710d5d64,20201225,2
afacfa0d-a38a-4497-8712-76ed97e37182,20201225,2
8e7a40e3-52e1-401d-82a4-330fa68f29a7,20201225,2
21bc7d52-c724-4470-88a3-44fb216b38ef,20201225,2
bfd4ef74-4bb2-44e1-9c4f-cddfb45ad40d,20201225,2
c913ba65-aad9-4b54-a56a-96194a400f5a,20201225,2
f3eb61fe-4a2c-47cb-aed4-5bc9c358ae39,20201225,2
1c1dc43a-478b-490b-b3e6-158b09ac28a4,20201225,2
036ba7dc-1303-4487-bbfe-732bbd74080d,20201225,2
efab5e1a-3b67-4828-85fd-257fd267237c,20201225,2
83a17c34-6019-416a-b995-457a0df6ec6d,20201225,2
183251b7-184c-4e30-9982-a5dd19205893,20201225,2
7eb1efff-d27d-407b-9746-78556e5cb3f4,20201225,2
898b7b4f-18f4-4ed4-bb16-8cc9d6a69515,20201225,2
3302572a-dbdc-4899-850f-1f385afffef7,20201225,2
d0d25c38-2905-4ddb-811d-c63f9a6d32b2,20201225,2
6f85bfac-28b6-486e-8177-f5c1ad40b136,20201225,2
e6149d2e-0cff-4414-8452-f6b6bbac5fad,20201225,2
5c8d1a26-3e95-4b50-be90-1ba8d6eeb2ef,20201225,2
7c9bc96b-e74f-47ef-98f7-19950e99a857,20201225,2
f2545069-5b97-42b8-bb1a-60bd96ddd7f0,20201225,2
e1267be4-889f-4f65-93cd-38c589853ac8,20201225,2
0a7a1f50-3dcd-41c7-828a-1eef962fd069,20201225,2
7e6c8b66-8e46-4843-9786-6e5cee0790b1,20201225,2
d5ad6188-8cbc-4da8-b63a-327633b45047,20201225,2
b7d46518-7914-4566-9e8e-fa91bc03e7e1,20201225,2
38e21092-ac62-4bf7-9ad0-94267312dc0f,20201225,2
ff9d8115-df03-4d02-ae4f-fdea892ef8f7,20201225,2
e12916ad-4387-4870-982a-6bc4b3c02737,20201225,2
fd8e9c27-17c3-484d-98ef-287c88ba4ecc,20201225,2
f34243fe-517c-4108-b172-6bf1cfd00526,20201225,2
51f06824-56d6-4b24-94b7-b927f2b3595e,20201225,2
0708721c-2710-43a9-b111-3000d2634a96,20201225,2
23ef10ca-b532-49b9-9350-67cc46b84880,20201225,2
494b1497-272e-4a52-8a64-1ab6719fa670,20201225,2
14c49f22-abfa-4044-a765-ea759dfc59b0,20201225,2
866294b4-4700-4c4b-917e-9c928ff3958c,20201225,2
e9626872-96d8-4935-89fa-6e1953d37163,20201225,2
9176b074-6891-4451-98de-835ef3ce19f2,20201225,2
273a02e3-1380-4a85-825c-17a465520bdb,20201225,2
4d7412f6-ca54-47d8-8056-06b1c19b33fc,20201225,2
1902b3bb-1592-45e7-9dda-b67a8a1f565a,20201225,2
7b507140-1752-4857-8965-1fd20fba5e9c,20201225,2
031a4153-2e42-4c7d-824f-636e4dddeeb7,20201225,2
0721fd58-711e-43fb-a88f-fe3b332251bb,20201225,2
b59538dd-8f9a-4e92-b620-5006659d6c5a,20201225,2
c0f4bf04-1cb6-4092-a8da-3cad8325c8d5,20201225,2
1f92aa12-a143-44ff-b8a8-f81a4c5d32db,20201225,2
a674ea6b-a492-4f04-aeaa-0467f1fc49f6,20201225,2
4da32e8f-6be8-4610-b06b-3f42a24611c8,20201225,2
69df1e00-4867-4c84-90bc-e966ca9bd8fa,20201225,2
8ba7236d-31e5-41c2-b89d-24d3670cf866,20201225,2
f2aee12e-9fef-4092-86e6-ec2b1779d8c7,20201225,2
309654c3-dff8-45f5-b001-c8b994b63ade,20201225,2
6a23bf11-9cf6-4655-8e84-940511af7240,20201225,2
ca688734-05dc-4a16-923f-a0a3b808c2f8,20201225,2
51ec57a6-9ae9-48ad-bf99-528e4ccb6ab0,20201225,2
32b092bb-45ee-458a-bb5c-128e1c407372,20201225,2
6a482aaa-132a-4082-b5f4-1d86e5b39eb4,20201225,2
4aa38988-52f6-4233-a274-2c414704363a,20201225,2
8305ac95-8def-4453-8a9e-cefb33664bed,20201225,2
c4aaf0dd-be2a-4f74-a151-698131b0e1b0,20201225,2
94af5fa7-a9df-48c5-a7c2-425c74267a37,20201225,2
017462a2-8150-4f3a-92cb-a2233906ecd5,20201225,2
4ee2b34b-cc7e-4d48-bde9-2721937b4d21,20201225,2
67c26928-dc4f-4995-9496-c17ee713c100,20201225,2
a4ed43b5-8ae8-45e9-bf3e-662ccacb93ee,20201225,2
9b8bdfb2-9a32-4c5f-bf0c-9aa814894ec0,20201225,2
c2e29177-8841-4f88-9827-89718ecda7a4,20201225,2
c0bba5da-dbaa-469e-8d05-af0ada9c563c,20201225,2
88c0221f-b5eb-4ac6-8113-b67c08af9d4d,20201225,2
72f36387-2ae5-4abf-bb78-40ed342e843f,20201225,2
3cb8e917-8344-4974-ba50-a2142fbc7d11,20201225,2
3cb8e917-8344-4974-ba50-a2142fbc7d11,20210101,2
4e32e616-9c8b-44bc-a92b-2372a3b34262,20201225,2
8f9af93a-d651-45f6-aa43-559e559ee09a,20201225,2
0b4555d3-1316-4848-843a-03309de10944,20201225,2
68a4d9f3-6249-4435-9316-c301a113bd29,20201225,2
c1989c86-faba-4a04-a410-5dd50bf3595a,20201225,2
f73a1cf1-d8b6-4594-8ed9-95194490e3a1,20201225,2
cb6a2c06-117a-4faa-b86d-8d30a6775fc6,20201225,2
e303bb99-66eb-408d-8dbc-9e8df4d6a71a,20201225,2
aa040ef9-7360-413f-9e72-8780fed2965f,20201225,2
b990f899-c703-4812-b146-d4c20f713e50,20201225,2
efd5079a-ce1d-43f8-a701-7ed9bc639438,20201225,2
bcadce88-e0b5-4172-bf5d-fcb56ed3a8f3,20201225,2
b5985ef0-e319-43d2-8478-e2725951a865,20201225,2
1ad08360-c20c-4b97-b661-2c38ac175ab5,20201225,2
372949d9-b091-4a61-bbbb-52fae47d7cab,20201225,2
60056c1e-073e-4f8f-9601-d08608ab48c0,20201225,2
63fc87a0-ed6b-41d0-b9ab-b2d2547b1a62,20201225,2
a1f3d8db-b705-43b1-ac6d-47ded8abdc9d,20201225,2
d0ab541e-e94b-4307-89f5-234761ba34e7,20201225,2
89ba21bd-dee2-468f-8c21-0b81a26eff17,20201225,2
40453bd4-1f11-4f33-baa3-14fcbc72cc67,20201225,2
d0428ceb-436c-4bf8-9f84-0699e941a355,20201225,2
c4974a5c-dcf2-4322-8afc-d3fce94a32e7,20201225,2
e8cd4277-cde2-4c65-a372-4fdf940f734e,20201225,2
3707c183-49f3-4cc9-86d7-534b5911e42e,20201225,2
ca4d5bd8-1ff5-41fc-abea-28fc9cfa0749,20201225,2
1ee0559e-99e4-4179-9e0f-1a6a3dd65879,20201225,2
45b5e70a-bf9b-407f-8ad6-c2575e196765,20201225,2
c4f0976e-d4e2-4d94-8d60-70455e092dc4,20201225,2
a2ad6bb4-c16e-4430-8a65-8eaa04da3f18,20201225,2
06ac47c7-7419-49a1-a61d-468f61277fd0,20201225,2
37283767-8121-4389-89ff-f8b32c6eadde,20201225,2
c66739a4-7ff8-44cb-b6ec-c4e81c8bd736,20201225,2
1e13af0e-158a-4ae7-b102-71c774678f91,20201225,2
d0c90a2b-890e-4871-86ca-02bf77ae1d5f,20201225,2
452ab5a2-5deb-4d35-967f-b206c5684ec2,20201225,2
0f0f30af-7953-412d-b9f5-028f6ff85925,20201225,2
